,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
149,52.0,888.0,10.7,0.57,0.0,0.328,9.6,18.5,14.0,7.3,0.9,2.9,23.7,13.1,0.1,0.7,0.8,0.042,-3.9,1.4,-2.5,-0.1
150,72.0,1320.0,13.7,0.608,0.313,0.14,3.7,15.8,9.8,8.9,0.8,0.7,12.8,19.8,1.4,1.0,2.3,0.085,-0.4,-1.7,-2.2,-0.1
151,50.0,984.0,14.6,0.599,0.526,0.203,6.0,18.3,12.2,7.0,1.5,2.3,11.0,15.8,1.4,0.9,2.3,0.112,0.0,0.2,0.2,0.6
152,36.0,687.0,13.9,0.469,0.305,0.262,2.0,12.2,7.0,29.5,2.0,0.8,12.0,25.1,-0.1,0.3,0.2,0.016,-0.8,-1.8,-2.7,-0.1
153,12.0,373.0,15.5,0.52,0.458,0.393,0.0,8.6,4.2,22.3,1.6,0.8,8.4,25.9,0.4,0.2,0.6,0.079,1.2,-3.4,-2.2,0.0
154,71.0,1778.0,12.6,0.534,0.004,0.296,4.9,13.2,9.0,6.0,1.3,1.5,7.6,16.4,1.6,1.5,3.1,0.083,-2.1,0.3,-1.8,0.1
155,52.0,835.0,10.9,0.446,0.258,0.389,4.7,13.4,8.9,19.5,2.6,2.3,16.2,16.6,-0.2,1.1,0.8,0.048,-2.6,2.0,-0.7,0.3
156,70.0,1582.0,17.7,0.557,0.101,0.195,6.3,21.5,13.9,12.4,1.0,2.2,14.1,26.8,0.9,1.4,2.2,0.068,-1.1,-0.6,-1.7,0.1
157,30.0,237.0,16.8,0.661,0.333,0.139,5.1,24.2,14.8,10.6,1.3,0.0,11.6,16.0,0.6,0.3,0.9,0.181,0.6,-0.3,0.3,0.1
158,69.0,1155.0,12.9,0.567,0.407,0.203,6.3,14.8,10.4,6.1,1.1,3.4,7.9,13.5,1.5,1.2,2.6,0.11,-1.2,1.2,0.0,0.6
159,59.0,1264.0,12.6,0.596,0.397,0.199,4.0,9.9,7.0,6.0,1.9,2.8,11.0,12.6,1.6,1.6,3.2,0.122,-0.2,2.0,1.8,1.2
160,37.0,702.0,8.7,0.506,0.517,0.168,2.2,8.4,5.3,27.3,1.0,0.0,23.1,13.4,0.3,0.2,0.5,0.034,-2.2,-3.6,-5.8,-0.7
161,3.0,11.0,-0.7,0.417,0.833,0.0,0.0,10.2,5.1,0.0,0.0,0.0,14.3,28.6,-0.1,0.0,0.0,-0.196,-8.6,-8.6,-17.1,0.0
162,70.0,1373.0,16.8,0.582,0.003,0.48,10.3,21.0,15.6,14.6,1.7,4.7,18.8,16.6,1.7,1.6,3.3,0.115,-1.0,2.6,1.6,1.3
163,75.0,1941.0,13.3,0.593,0.537,0.223,3.9,16.4,10.0,6.7,1.3,1.5,9.7,14.5,2.7,1.8,4.5,0.11,0.7,0.4,1.1,1.5
164,3.0,76.0,38.1,0.733,0.405,0.31,4.5,4.7,4.6,32.6,3.3,1.2,7.7,30.6,0.5,0.1,0.6,0.365,13.5,-2.9,10.6,0.2
165,8.0,52.0,10.9,0.697,0.0,5.333,9.1,29.3,19.3,4.8,0.0,1.6,23.0,11.4,0.1,0.0,0.2,0.143,-3.7,-2.0,-5.7,0.0
166,50.0,647.0,13.9,0.541,0.678,0.158,3.4,18.7,11.0,9.5,0.5,2.7,9.4,26.9,0.2,0.5,0.7,0.052,0.3,-3.0,-2.7,-0.1
167,3.0,74.0,5.8,0.302,0.25,0.313,1.5,8.0,4.7,24.9,2.7,0.0,14.2,12.9,-0.1,0.1,-0.1,-0.036,-5.8,-1.5,-7.3,-0.1
168,71.0,1501.0,10.8,0.504,0.401,0.319,5.1,22.8,13.8,8.1,1.6,3.8,16.6,17.9,-0.9,1.5,0.6,0.018,-3.5,1.3,-2.1,-0.1
169,69.0,1872.0,13.3,0.573,0.298,0.181,4.3,19.3,11.8,10.8,1.4,1.8,15.2,19.3,1.1,2.0,3.2,0.081,-1.0,0.6,-0.4,0.8
170,10.0,176.0,10.3,0.404,0.014,0.233,4.5,10.0,7.4,27.6,1.6,1.4,11.1,22.0,-0.1,0.2,0.1,0.025,-4.7,-0.5,-5.1,-0.1
171,71.0,1544.0,13.6,0.544,0.437,0.162,2.7,16.0,9.3,9.4,2.4,1.6,11.4,19.8,0.4,1.7,2.1,0.065,-1.1,0.2,-0.9,0.4
172,62.0,1353.0,10.1,0.5,0.424,0.298,1.1,12.0,6.4,21.6,2.8,0.8,18.8,19.4,-0.7,1.2,0.6,0.02,-2.3,-0.5,-2.8,-0.3
173,54.0,1614.0,10.8,0.479,0.483,0.258,3.0,9.8,6.4,23.9,2.2,1.2,18.4,19.5,-0.6,2.5,1.9,0.057,-1.6,1.2,-0.4,0.7
174,52.0,1398.0,14.8,0.547,0.385,0.255,3.4,18.7,11.2,8.0,1.2,0.7,8.8,23.0,1.2,2.1,3.3,0.115,-0.9,-0.5,-1.4,0.2
175,41.0,223.0,6.3,0.498,0.298,0.447,3.6,4.7,4.2,4.1,1.3,0.0,5.1,11.8,0.1,0.0,0.2,0.038,-2.0,-2.7,-4.7,-0.2
176,76.0,1838.0,14.0,0.581,0.508,0.216,1.1,7.1,4.1,11.9,1.6,0.4,10.1,20.3,2.2,1.2,3.4,0.089,0.7,-2.2,-1.5,0.2
177,78.0,1967.0,14.9,0.55,0.0,0.299,9.8,24.1,17.0,10.8,1.0,2.6,13.5,15.6,2.4,2.3,4.7,0.116,-1.5,1.9,0.4,1.2
178,72.0,2374.0,17.3,0.531,0.309,0.33,3.6,25.4,14.2,21.5,1.1,4.0,14.1,25.7,1.3,2.6,4.0,0.08,-0.2,1.7,1.5,2.1
179,62.0,1241.0,12.4,0.544,0.409,0.285,1.7,10.1,5.9,18.8,1.7,1.1,16.7,21.3,0.4,1.6,1.9,0.075,-0.9,-0.4,-1.2,0.2
180,60.0,778.0,8.5,0.457,0.571,0.071,1.1,8.1,4.5,15.4,1.1,0.9,10.3,24.2,-0.9,0.5,-0.4,-0.027,-2.1,-3.3,-5.3,-0.7
181,61.0,581.0,8.8,0.504,0.458,0.186,2.7,11.0,6.9,7.4,1.3,1.0,11.1,16.1,0.0,0.3,0.3,0.023,-2.8,-2.5,-5.3,-0.5
182,54.0,1014.0,10.7,0.519,0.435,0.323,1.0,10.0,5.5,23.5,1.7,0.5,16.9,16.9,0.4,0.6,1.0,0.047,-2.0,-1.6,-3.6,-0.4
183,46.0,1404.0,14.3,0.579,0.319,0.174,1.9,10.8,6.4,16.3,1.5,0.8,11.0,19.1,2.0,0.7,2.7,0.093,0.6,-1.8,-1.2,0.3
184,26.0,324.0,5.9,0.446,0.444,0.244,1.7,10.7,6.0,5.6,1.6,0.3,9.1,15.2,-0.2,0.1,-0.1,-0.018,-4.3,-2.2,-6.5,-0.4
185,1.0,13.0,5.5,0.5,0.0,0.0,0.0,0.0,0.0,10.1,3.7,0.0,33.3,9.8,0.0,0.0,0.0,-0.019,-7.2,-1.4,-8.6,0.0
186,69.0,1339.0,11.6,0.55,0.42,0.157,1.6,11.5,6.4,12.4,1.5,0.9,12.3,16.9,0.8,1.3,2.2,0.077,-1.4,-0.3,-1.8,0.1
187,49.0,708.0,10.2,0.587,0.72,0.104,1.1,14.1,7.6,6.6,0.6,0.8,7.9,14.9,0.6,0.4,1.0,0.067,-0.8,-2.1,-3.0,-0.2
188,2.0,8.0,-15.5,0.0,0.0,0.0,0.0,28.2,13.8,0.0,0.0,0.0,66.7,16.6,-0.1,0.0,-0.1,-0.443,-23.8,-2.1,-25.8,0.0
189,47.0,404.0,17.5,0.661,0.234,0.364,4.8,18.6,11.8,7.0,2.8,8.3,14.4,11.3,0.7,0.9,1.6,0.189,-0.7,6.2,5.5,0.8
190,58.0,1507.0,10.1,0.601,0.506,0.271,1.6,11.8,6.7,5.1,2.1,1.4,15.6,12.7,0.8,1.9,2.6,0.084,-1.4,1.3,-0.1,0.7
191,77.0,2527.0,20.5,0.575,0.391,0.36,1.8,6.7,4.3,26.5,1.6,0.6,13.1,29.9,5.6,1.3,6.9,0.131,3.9,-2.7,1.2,2.1
192,52.0,1780.0,12.5,0.444,0.523,0.126,4.2,17.3,10.8,29.0,2.4,2.0,18.6,17.4,-0.5,2.5,2.0,0.053,-0.8,2.4,1.6,1.6
193,78.0,2898.0,28.5,0.62,0.254,0.33,3.6,22.3,13.1,44.0,1.9,2.1,15.9,31.4,10.4,3.0,13.4,0.222,7.5,2.2,9.7,8.6
194,65.0,1949.0,15.3,0.551,0.466,0.188,3.9,23.6,13.4,6.2,0.9,1.8,8.1,21.7,1.5,1.6,3.2,0.078,-0.7,-1.2,-1.9,0.0
195,62.0,1367.0,20.3,0.613,0.031,0.338,12.3,21.6,17.0,8.8,3.0,2.1,10.0,15.8,3.5,2.2,5.7,0.2,1.2,2.4,3.6,1.9
196,10.0,70.0,3.0,0.354,0.375,0.0,4.8,0.0,2.3,18.7,0.0,0.0,11.1,16.7,-0.1,0.0,-0.1,-0.063,-5.4,-5.4,-10.7,-0.2
197,54.0,782.0,12.3,0.509,0.648,0.112,1.7,10.2,5.8,10.3,1.9,0.6,5.1,19.0,0.5,0.8,1.4,0.083,-0.1,-1.5,-1.6,0.1
198,70.0,1302.0,6.4,0.512,0.476,0.21,3.7,10.5,7.1,4.3,1.1,0.9,12.4,10.5,0.2,0.6,0.8,0.031,-2.1,-0.5,-2.6,-0.2
199,78.0,1747.0,12.4,0.501,0.321,0.173,3.7,21.2,12.6,18.4,1.2,0.8,15.1,21.8,-0.2,1.9,1.6,0.045,-1.9,-0.2,-2.1,-0.1
200,72.0,2416.0,25.2,0.573,0.07,0.303,10.8,17.1,14.0,11.5,0.8,3.0,6.9,29.1,7.3,3.4,10.8,0.214,3.1,0.3,3.4,3.3
201,60.0,1931.0,25.1,0.61,0.374,0.24,1.9,10.8,6.4,30.9,1.7,0.7,10.4,31.1,6.3,2.7,9.0,0.224,7.0,-0.6,6.4,4.1
202,12.0,59.0,5.9,0.43,0.238,0.619,1.8,17.5,9.4,4.8,0.8,0.0,10.1,21.6,-0.1,0.0,0.0,-0.03,-7.6,-4.2,-11.8,-0.1
203,73.0,1289.0,19.4,0.623,0.037,0.339,9.0,28.0,18.6,16.9,1.3,6.0,19.3,17.0,2.3,1.9,4.2,0.157,-0.2,4.2,4.0,2.0
204,74.0,2387.0,19.6,0.6,0.63,0.283,3.1,16.1,9.7,30.4,1.7,0.5,14.5,21.6,6.8,2.9,9.7,0.195,5.5,0.4,5.8,4.7
205,76.0,2383.0,14.4,0.551,0.418,0.201,4.0,17.4,10.7,9.2,1.0,1.1,10.8,22.5,1.7,2.3,4.0,0.08,-0.2,-1.1,-1.2,0.5
206,70.0,1516.0,13.5,0.651,0.779,0.149,0.7,10.8,5.8,8.0,0.9,1.5,9.1,16.1,2.8,0.6,3.4,0.107,2.2,-2.2,0.1,0.8
207,29.0,409.0,9.8,0.439,0.185,0.444,7.4,17.9,12.5,15.1,2.0,1.3,17.1,13.0,0.0,0.5,0.4,0.051,-3.8,2.2,-1.7,0.0
208,71.0,1906.0,15.7,0.579,0.13,0.326,4.7,17.8,11.2,14.7,2.9,2.5,16.3,13.5,2.2,3.7,5.9,0.147,-0.4,4.4,4.0,2.9
209,48.0,1553.0,20.4,0.539,0.256,0.309,4.5,18.1,11.3,6.3,1.1,6.4,8.4,31.0,1.4,1.8,3.2,0.1,-0.4,-0.2,-0.6,0.5
210,52.0,1525.0,14.5,0.488,0.201,0.173,1.6,14.3,7.8,33.3,3.3,1.6,17.3,24.7,-1.0,1.9,0.9,0.028,-1.4,1.4,0.0,0.8
211,71.0,1391.0,17.5,0.566,0.0,0.19,11.7,27.8,19.3,9.7,1.7,2.2,10.4,15.2,2.3,1.5,3.8,0.132,-0.9,1.2,0.4,0.8
212,69.0,2369.0,16.1,0.601,0.442,0.087,1.4,10.3,6.2,11.5,1.1,1.1,9.7,23.4,3.0,1.8,4.9,0.098,1.8,-2.2,-0.4,1.0
213,78.0,2857.0,17.4,0.579,0.327,0.282,1.7,15.2,8.5,17.6,2.0,0.6,11.8,24.5,4.4,2.2,6.6,0.111,1.6,-1.2,0.4,1.7
214,38.0,481.0,14.6,0.543,0.0,0.388,13.9,19.6,16.7,8.9,1.1,3.0,13.6,12.8,0.8,0.5,1.2,0.123,-1.8,1.4,-0.4,0.2
215,62.0,819.0,14.4,0.581,0.024,0.455,10.9,15.4,13.3,6.1,1.8,4.9,12.6,12.3,1.2,1.2,2.5,0.144,-1.1,2.2,1.1,0.7
216,56.0,1556.0,22.4,0.608,0.441,0.367,7.2,30.3,18.9,9.6,1.3,1.3,9.6,25.3,4.3,1.6,5.9,0.183,2.4,-1.4,1.0,1.2
217,64.0,2196.0,26.2,0.643,0.337,0.331,1.7,19.4,11.2,25.3,1.0,4.2,12.9,30.3,7.2,2.9,10.1,0.221,5.0,0.9,5.9,4.4
218,70.0,2377.0,13.5,0.57,0.523,0.25,2.6,14.4,8.5,9.3,2.1,0.5,9.9,16.9,2.8,2.6,5.4,0.109,0.9,0.4,1.2,1.9
219,65.0,1789.0,14.5,0.547,0.405,0.297,1.6,13.9,7.7,20.1,2.7,2.2,17.0,22.5,0.2,1.9,2.2,0.059,-0.6,1.1,0.4,1.1
220,32.0,461.0,17.4,0.552,0.007,0.345,16.7,20.8,18.7,5.8,1.3,2.4,11.9,18.2,0.9,0.4,1.3,0.13,-1.1,-1.2,-2.3,0.0
221,77.0,2663.0,20.7,0.571,0.441,0.307,1.2,8.8,4.9,27.5,1.6,0.8,10.3,27.5,6.3,2.0,8.3,0.15,5.1,-1.9,3.3,3.5
222,77.0,2121.0,12.2,0.539,0.465,0.299,3.1,15.5,9.3,6.4,1.7,1.4,8.8,19.4,1.6,2.2,3.7,0.085,-0.6,-0.5,-1.1,0.5
223,73.0,1720.0,18.0,0.615,0.44,0.27,5.6,21.4,13.5,18.8,1.8,1.7,17.0,21.6,2.8,2.6,5.5,0.153,1.8,1.4,3.2,2.2
224,1.0,3.0,-31.6,0.0,0.5,0.0,35.9,0.0,18.4,0.0,0.0,0.0,33.3,44.2,-0.1,0.0,-0.1,-1.005,-29.5,-11.9,-41.4,0.0
225,14.0,134.0,3.6,0.386,0.273,0.182,0.8,10.8,5.6,23.0,1.1,0.7,17.4,28.0,-0.5,0.1,-0.5,-0.166,-8.2,-3.3,-11.5,-0.3
226,15.0,137.0,2.9,0.375,0.279,0.176,1.5,10.5,5.9,22.5,1.1,0.6,17.9,28.4,-0.6,0.1,-0.5,-0.185,-8.7,-3.5,-12.1,-0.3
227,9.0,210.0,26.0,0.572,0.315,0.342,3.1,19.1,11.1,17.7,4.3,3.6,11.1,30.6,0.3,0.5,0.9,0.197,2.7,3.2,5.9,0.4
228,78.0,2770.0,24.8,0.645,0.249,0.351,9.3,30.9,20.0,10.7,1.1,3.5,10.8,22.9,9.8,3.1,13.0,0.225,4.3,1.0,5.3,5.1
229,75.0,1966.0,19.1,0.529,0.008,0.292,9.6,26.8,18.3,11.6,1.5,4.3,14.7,26.6,0.6,3.7,4.3,0.105,-2.7,2.7,-0.1,1.0
230,65.0,1587.0,11.5,0.498,0.271,0.208,4.2,20.4,12.3,13.0,1.6,1.8,12.8,16.2,0.3,2.3,2.6,0.078,-2.7,1.8,-0.9,0.4
231,1.0,4.0,19.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,22.1,0.0,0.0,0.0,0.149,-0.7,4.0,3.2,0.0
232,65.0,1413.0,9.8,0.53,0.429,0.09,2.1,12.9,7.2,7.3,1.0,0.8,8.4,14.4,0.6,0.5,1.0,0.036,-1.8,-1.5,-3.4,-0.5
233,69.0,2180.0,10.9,0.518,0.574,0.211,1.5,12.6,6.8,9.9,1.7,1.3,9.8,18.0,0.4,1.6,1.9,0.043,-0.9,-0.2,-1.1,0.5
234,36.0,485.0,11.9,0.523,0.486,0.197,4.9,13.9,9.6,7.3,1.4,1.0,6.6,18.8,0.4,0.6,1.0,0.103,-1.1,-1.4,-2.5,-0.1
235,20.0,106.0,6.7,0.635,1.0,0.286,0.0,24.0,11.7,19.5,0.9,1.6,43.2,5.7,0.0,0.1,0.1,0.059,-3.9,1.1,-2.8,0.0
236,78.0,2099.0,19.8,0.605,0.05,0.468,8.8,22.8,15.8,15.6,0.9,1.7,16.1,25.2,3.8,2.4,6.3,0.144,0.3,0.5,0.8,1.5
237,24.0,275.0,10.0,0.517,0.662,0.162,7.4,14.7,11.1,5.9,1.1,0.9,10.2,13.9,0.2,0.1,0.4,0.063,-0.9,-2.3,-3.2,-0.1
238,77.0,2788.0,17.4,0.566,0.288,0.193,2.3,10.9,6.8,24.5,1.9,1.7,13.6,23.2,3.6,2.6,6.3,0.108,1.6,0.2,1.7,2.6
239,3.0,12.0,3.5,0.25,0.0,0.0,28.1,8.8,18.1,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,-0.015,-6.0,-7.4,-13.4,0.0
240,78.0,2601.0,13.7,0.556,0.385,0.159,2.9,8.9,5.9,13.1,2.3,2.4,13.0,18.2,1.9,3.5,5.4,0.1,0.0,1.5,1.5,2.3
241,2.0,6.0,-12.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,-0.189,-9.8,-2.3,-12.1,0.0
242,76.0,1929.0,11.8,0.482,0.235,0.296,4.8,14.2,9.4,10.2,1.9,1.4,12.2,25.7,-1.8,1.2,-0.6,-0.016,-3.1,-1.3,-4.3,-1.1
243,67.0,979.0,5.3,0.413,0.628,0.111,4.6,14.0,9.1,2.7,0.8,4.0,12.1,9.4,-0.5,1.0,0.5,0.023,-4.7,0.7,-3.9,-0.5
244,59.0,1312.0,11.2,0.579,0.53,0.243,3.1,16.0,9.6,7.7,1.5,0.9,10.1,12.5,1.4,1.3,2.8,0.101,-0.8,0.3,-0.4,0.5
245,5.0,86.0,7.3,0.349,0.317,0.268,2.4,10.1,6.2,20.8,4.5,1.9,13.2,26.0,-0.3,0.1,-0.2,-0.118,-5.9,0.4,-5.4,-0.1
246,55.0,888.0,11.5,0.652,0.517,0.167,1.7,8.3,5.0,17.8,1.5,0.2,17.5,11.7,1.5,0.3,1.8,0.099,0.2,-2.0,-1.8,0.1
247,23.0,284.0,10.6,0.515,0.195,0.232,7.1,25.3,16.3,4.8,1.1,3.0,16.6,17.1,-0.1,0.5,0.3,0.056,-5.5,0.5,-5.0,-0.2
248,2.0,37.0,15.7,0.643,0.357,0.0,6.1,2.8,4.4,35.7,0.0,2.2,22.2,21.1,0.1,0.0,0.1,0.124,1.3,-4.7,-3.4,0.0
249,77.0,1819.0,16.7,0.543,0.337,0.202,3.3,9.2,6.3,19.4,1.5,0.3,10.8,26.6,1.9,1.1,3.1,0.081,0.9,-2.6,-1.7,0.1
250,53.0,774.0,18.7,0.646,0.017,0.235,9.2,19.2,14.6,17.2,2.1,5.7,18.9,13.8,1.7,1.4,3.0,0.189,0.4,4.0,4.4,1.3
251,69.0,2029.0,12.8,0.555,0.268,0.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,21.9,0.8,1.1,2.0,0.046,-1.0,-1.3,-2.3,-0.2
252,27.0,536.0,9.8,0.465,0.317,0.172,3.3,17.2,10.2,4.8,3.0,4.5,14.8,15.0,-0.6,0.8,0.2,0.022,-4.9,3.1,-1.8,0.0
253,74.0,1657.0,22.3,0.625,0.108,0.31,12.2,30.3,21.4,7.6,0.9,3.1,12.9,22.7,4.4,2.8,7.2,0.207,0.7,0.7,1.5,1.5
254,70.0,1069.0,13.0,0.573,0.45,0.171,5.5,19.5,12.6,5.9,1.1,0.9,6.5,15.6,1.6,1.5,3.1,0.138,-0.6,-0.3,-0.9,0.3
255,8.0,136.0,8.9,0.505,0.083,0.417,5.5,20.7,13.0,5.3,0.4,2.0,14.1,16.1,0.0,0.1,0.1,0.052,-5.6,-0.3,-5.9,-0.1
256,36.0,379.0,12.0,0.47,0.251,0.146,8.1,18.7,13.3,5.9,1.2,1.3,7.6,22.5,-0.1,0.4,0.3,0.037,-3.3,-2.1,-5.3,-0.3
257,39.0,1335.0,18.5,0.507,0.249,0.358,1.9,9.9,5.9,43.6,1.9,2.7,16.6,29.0,1.0,1.3,2.3,0.082,1.2,-0.2,0.9,1.0
258,72.0,1869.0,15.8,0.587,0.015,0.318,9.1,21.6,15.4,8.5,1.1,4.8,13.4,15.1,2.7,2.0,4.7,0.12,-1.3,1.8,0.5,1.2
259,71.0,1690.0,18.4,0.624,0.083,0.34,11.2,23.0,17.1,8.2,1.2,4.0,14.3,17.9,3.3,1.9,5.2,0.147,-0.3,1.7,1.4,1.5
260,52.0,523.0,16.5,0.542,0.027,0.242,13.1,22.8,17.9,11.6,0.9,0.5,13.8,20.4,0.6,0.7,1.3,0.121,-1.5,-0.2,-1.6,0.1
261,63.0,1912.0,22.9,0.573,0.203,0.442,8.4,29.8,19.5,18.2,1.0,4.8,15.6,33.5,2.3,3.9,6.2,0.156,0.2,2.6,2.7,2.3
262,6.0,38.0,11.7,0.521,0.167,1.0,18.7,12.4,15.5,0.0,2.6,0.0,18.8,12.7,0.0,0.0,0.1,0.079,-3.1,-4.6,-7.7,-0.1
263,50.0,520.0,10.2,0.522,0.351,0.17,2.4,10.8,6.7,9.8,1.3,0.2,12.0,17.9,0.1,0.4,0.5,0.044,-2.5,-2.2,-4.7,-0.4
264,51.0,1129.0,8.4,0.494,0.404,0.124,1.4,14.7,8.1,10.2,0.8,0.5,11.6,16.0,-0.2,1.2,0.9,0.04,-3.3,-0.4,-3.7,-0.5
265,78.0,2461.0,14.3,0.622,0.652,0.115,1.1,14.1,7.7,22.4,1.8,0.6,17.3,16.0,3.7,3.3,7.0,0.137,2.0,0.9,2.9,3.1
266,76.0,1916.0,13.0,0.626,0.576,0.169,2.8,11.3,7.0,9.6,0.9,0.7,12.1,16.7,2.7,0.8,3.6,0.089,1.1,-1.3,-0.2,0.9
267,74.0,1087.0,12.3,0.545,0.528,0.3,1.6,11.3,6.5,9.1,1.3,0.3,8.0,18.9,1.1,0.7,1.9,0.083,-0.5,-2.4,-2.9,-0.2
268,7.0,40.0,15.6,0.51,0.0,0.4,16.7,22.1,19.4,14.0,2.5,4.3,25.4,17.2,0.0,0.1,0.1,0.071,-2.3,3.3,1.0,0.0
269,56.0,2077.0,23.5,0.589,0.22,0.446,4.1,12.9,8.5,20.7,2.6,1.0,8.9,24.7,6.8,1.6,8.4,0.194,4.8,0.0,4.9,3.6
270,39.0,925.0,7.6,0.546,0.557,0.168,1.8,7.3,4.7,8.1,1.2,0.5,14.1,15.1,0.2,0.9,1.1,0.055,-1.8,-0.9,-2.7,-0.2
271,70.0,1574.0,14.5,0.531,0.37,0.387,2.0,9.6,5.7,30.6,1.8,0.4,13.3,17.3,2.4,0.9,3.3,0.1,0.0,-1.7,-1.8,0.1
272,1.0,25.0,16.0,0.597,0.167,0.583,0.0,0.0,0.0,27.3,0.0,0.0,16.6,31.3,0.0,0.0,0.0,0.087,-3.0,-10.4,-13.4,-0.1
273,77.0,1901.0,17.0,0.557,0.307,0.255,2.7,15.7,9.1,15.4,1.5,1.4,9.2,22.6,2.8,1.8,4.7,0.118,1.1,-0.2,0.8,1.4
274,1.0,5.0,10.4,1.0,0.0,0.0,22.4,0.0,11.2,0.0,0.0,0.0,50.0,17.5,0.0,0.0,0.0,-0.03,-2.3,-6.1,-8.3,0.0
275,78.0,1585.0,15.6,0.596,0.245,0.497,5.7,16.1,10.7,5.1,0.9,4.1,9.1,16.0,3.0,1.8,4.8,0.145,-1.1,0.2,-0.9,0.4
276,9.0,39.0,8.3,0.444,0.625,0.125,2.8,26.4,14.3,0.0,0.0,6.8,10.6,22.0,-0.1,0.1,0.0,-0.053,-9.1,-3.6,-12.7,-0.1
277,66.0,2166.0,16.1,0.55,0.286,0.303,1.2,9.4,5.3,30.5,2.2,0.9,16.8,20.4,3.0,1.3,4.3,0.095,1.4,-1.3,0.1,1.1
278,74.0,1715.0,14.2,0.571,0.269,0.371,3.8,11.5,7.7,8.1,1.1,1.6,9.5,19.5,2.5,0.8,3.3,0.092,-0.7,-1.6,-2.4,-0.2
279,78.0,2383.0,15.1,0.586,0.293,0.308,2.2,15.7,9.1,8.3,1.6,2.0,10.8,19.4,2.9,3.9,6.9,0.138,-0.6,1.6,0.9,1.8
280,6.0,98.0,6.9,0.452,0.29,0.0,2.3,16.0,9.1,10.8,1.0,0.9,16.2,16.5,-0.1,0.1,-0.1,-0.043,-5.9,-1.0,-6.8,-0.1
281,67.0,2062.0,13.3,0.556,0.376,0.287,3.6,14.3,9.0,8.4,1.6,1.0,12.0,21.0,1.0,3.2,4.2,0.098,-0.8,0.6,-0.2,0.9
282,48.0,778.0,7.2,0.421,0.213,0.194,1.3,10.4,5.9,17.8,2.2,0.6,13.8,17.7,-0.8,0.7,-0.1,-0.008,-4.3,-0.5,-4.7,-0.5
283,62.0,584.0,21.8,0.634,0.029,0.233,10.8,18.5,14.9,8.1,1.6,7.6,9.2,18.8,1.5,1.0,2.6,0.212,0.2,2.5,2.7,0.7
284,47.0,762.0,8.0,0.531,0.746,0.063,0.8,6.5,3.6,9.7,2.4,1.4,13.6,10.1,0.2,0.5,0.7,0.043,-1.5,-0.7,-2.2,0.0
